Type,Rating,Latitude,Longitude,Year,Magnitude,Mass,VEI
Earthquake,1,-17.047,168.265,1994,6.2,,
Earthquake,1,-25.528000000000002,-176.299,2005,6.2,,
Earthquake,1,-24.121,-175.173,2009,6.2,,
Earthquake,1,-18.052,175.86900000000003,1985,6.2,,
Earthquake,1,-37.034,-73.41199999999999,2010,6.2,,
Earthquake,1,-5.902,154.49200000000002,1995,6.2,,
Earthquake,1,-13.446,170.43400000000003,1995,6.2,,
Earthquake,1,-58.716,-26.223000000000003,1985,6.2,,
Earthquake,1,-57.922,-25.35,1987,6.2,,
Earthquake,1,-16.801,167.602,1965,6.2,,
Earthquake,1,27.956999999999997,140.607,1985,6.2,,
Earthquake,1,-18.038,65.643,1984,6.2,,
Earthquake,1,-15.382,-173.19400000000002,1965,6.2,,
Earthquake,1,10.241,-60.758,1994,6.2,,
Earthquake,1,2.403,96.348,2006,6.2,,
Earthquake,1,51.298,-179.27900000000002,1987,6.2,,
Earthquake,1,-31.974,-71.57300000000001,1965,6.2,,
Earthquake,1,-20.799,-178.826,2010,6.2,,
Earthquake,1,0.838,126.186,1987,6.2,,
Earthquake,1,-12.4,166.524,2002,6.2,,
Earthquake,1,-5.933,149.429,1985,6.2,,
Earthquake,1,30.581,140.643,1980,6.2,,
Earthquake,1,-36.696,53.352,2004,6.2,,
Earthquake,1,36.391,70.722,2009,6.2,,
Earthquake,1,39.027,143.441,1998,6.2,,
Earthquake,1,70.931,-6.657,2011,6.2,,
Earthquake,1,32.139,49.646,1978,6.2,,
Earthquake,1,-35.666,-16.242,1979,6.2,,
Earthquake,1,13.533,92.84,2004,6.2,,
Earthquake,1,-4.357,152.707,1999,6.2,,
Earthquake,1,34.4,25.02,2013,6.2,,
Earthquake,1,1.276,100.322,1999,6.2,,
Earthquake,1,-5.461,151.98,1965,6.2,,
Earthquake,1,51.88399999999999,173.072,1965,6.2,,
Earthquake,1,-24.149,-70.118,1987,6.2,,
Earthquake,1,49.949,78.834,1984,6.2,,
Earthquake,1,52.611000000000004,-167.019,1979,6.2,,
Earthquake,1,42.255,18.752,1979,6.2,,
Earthquake,1,39.438,41.093999999999994,1966,6.2,,
Earthquake,1,23.756,121.24600000000001,1999,6.2,,
Earthquake,1,56.416000000000004,-152.939,1999,6.2,,
Earthquake,1,29.500999999999998,51.88,1999,6.2,,
Earthquake,1,13.312999999999999,-89.339,1982,6.2,,
Earthquake,1,-45.708,96.212,1987,6.2,,
Earthquake,1,-44.971000000000004,-79.488,1998,6.2,,
Earthquake,1,35.3743,133.8092,2016,6.2,,
Earthquake,1,12.347999999999999,141.487,2010,6.2,,
Earthquake,1,-0.67,134.42600000000002,2004,6.2,,
Earthquake,1,-7.859,158.622,1998,6.2,,
Earthquake,1,36.384,141.128,1986,6.2,,
Earthquake,1,51.952,157.32299999999998,2002,6.2,,
Earthquake,1,-24.072,-66.832,1984,6.2,,
Earthquake,1,23.789,121.141,2013,6.2,,
Earthquake,1,53.248999999999995,-166.93599999999998,1985,6.2,,
Earthquake,1,-19.899,168.19299999999998,1999,6.2,,
Earthquake,1,52.23,176.158,2006,6.2,,
Earthquake,1,-11.509,166.452,1994,6.2,,
Earthquake,1,18.795,-107.193,2010,6.2,,
Earthquake,1,17.441,119.869,1977,6.2,,
Earthquake,1,-19.842,-178.40099999999998,2002,6.2,,
Earthquake,1,30.694000000000003,83.67200000000001,2004,6.2,,
Earthquake,1,23.156999999999996,101.13799999999999,1979,6.2,,
Earthquake,1,-5.54,151.86,1983,6.2,,
Earthquake,1,21.833000000000002,142.691,1995,6.2,,
Earthquake,1,-40.451,155.507,1983,6.2,,
Earthquake,1,-60.256,-26.921999999999997,1966,6.2,,
Earthquake,1,-15.3122,-70.827,2016,6.2,,
Earthquake,1,-15.24,-172.915,1983,6.2,,
Earthquake,1,38.58,142.82,1981,6.2,,
Earthquake,1,-2.408,145.045,1983,6.2,,
Earthquake,1,-35.09,54.272,1985,6.2,,
Earthquake,1,-32.265,-178.358,2004,6.2,,
Earthquake,1,52.633,-167.421,2012,6.2,,
Earthquake,1,22.924,121.507,1966,6.2,,
Earthquake,1,14.487,-90.463,2013,6.2,,
Earthquake,1,38.389,46.745,2012,6.2,,
Earthquake,1,-33.099000000000004,-70.12,1983,6.2,,
Earthquake,1,35.661,82.51799999999999,2012,6.2,,
Earthquake,1,-13.696,166.555,1966,6.2,,
Earthquake,1,-13.626,166.675,1979,6.2,,
Earthquake,1,1.903,126.334,1966,6.2,,
Earthquake,1,7.641,-37.704,2004,6.2,,
Earthquake,1,-4.766,144.57,2012,6.2,,
Earthquake,1,-3.408,146.227,1987,6.2,,
Earthquake,1,-5.801,104.288,1985,6.2,,
Earthquake,1,5.21,127.295,1979,6.2,,
Earthquake,1,41.528999999999996,79.318,1987,6.2,,
Earthquake,1,2.563,126.882,1995,6.2,,
Earthquake,1,44.656000000000006,149.17600000000002,1994,6.2,,
Earthquake,1,24.166,122.535,1994,6.2,,
Earthquake,1,13.795,144.782,2000,6.2,,
Earthquake,1,44.727,149.401,1994,6.2,,
Earthquake,1,1.604,126.588,1987,6.2,,
Earthquake,1,22.662,121.505,2004,6.2,,
Earthquake,1,-23.759,-176.002,2004,6.2,,
Earthquake,1,-34.903,-71.617,2010,6.2,,
Earthquake,1,-5.8,147.74200000000002,1987,6.2,,
Earthquake,1,-38.699,175.803,1999,6.2,,
Earthquake,1,-3.528,151.064,2004,6.2,,
Earthquake,1,-17.099,66.688,2009,6.2,,
Earthquake,1,7.119,93.944,1982,6.2,,
Earthquake,1,-12.414000000000001,166.498,2009,6.2,,
Earthquake,1,19.871,120.52600000000001,1982,6.2,,
Earthquake,1,36.516999999999996,70.95,2009,6.2,,
Earthquake,1,-57.538000000000004,147.97,1997,6.2,,
Earthquake,1,23.973000000000003,122.93799999999999,1966,6.2,,
Earthquake,1,37.535,115.039,1966,6.2,,
Earthquake,1,24.618000000000002,94.68,2011,6.2,,
Earthquake,1,-4.08,101.25200000000001,1979,6.2,,
Earthquake,1,-23.89,-176.077,1977,6.2,,
Earthquake,1,1.12,126.175,1998,6.2,,
Earthquake,1,-65.65100000000001,-179.574,2004,6.2,,
Earthquake,1,3.0189999999999997,96.19200000000001,1994,6.2,,
Earthquake,1,8.3489,137.6672,2016,6.2,,
Earthquake,1,-26.354,178.22099999999998,1999,6.2,,
Earthquake,1,-36.719,78.744,1979,6.2,,
Earthquake,1,-8.934,156.795,1986,6.2,,
Earthquake,1,-28.590999999999998,-176.407,1986,6.2,,
Earthquake,1,41.583999999999996,88.73700000000001,1987,6.2,,
Earthquake,1,51.29600000000001,-178.15200000000002,1994,6.2,,
Earthquake,1,-5.038,152.115,1984,6.2,,
Earthquake,1,-38.378,-73.495,1985,6.2,,
Earthquake,1,-13.552,166.56400000000002,2012,6.2,,
Earthquake,1,-4.909,133.71200000000002,2010,6.2,,
Earthquake,1,38.29,142.813,2011,6.2,,
Earthquake,1,-23.469,-179.852,1982,6.2,,
Earthquake,1,-3.818,152.037,1984,6.2,,
Earthquake,1,-4.656000000000001,153.101,1978,6.2,,
Earthquake,1,55.098,164.757,1978,6.2,,
Earthquake,1,-15.288,-173.517,1978,6.2,,
Earthquake,1,49.976000000000006,78.889,1980,6.2,,
Earthquake,1,11.61,-86.76700000000001,2004,6.2,,
Earthquake,1,-5.3962,-81.9268,2013,6.2,,
Earthquake,1,-1.089,-81.157,2005,6.2,,
Earthquake,1,-43.141999999999996,41.776,1986,6.2,,
Earthquake,1,-7.2170000000000005,128.72299999999998,2010,6.2,,
Earthquake,1,-56.00899999999999,-28.184,2011,6.2,,
Earthquake,1,36.48,70.673,1987,6.2,,
Earthquake,1,-0.003,-19.152,1987,6.2,,
Earthquake,1,-1.8840000000000001,29.004,2002,6.2,,
Earthquake,1,31.186999999999998,140.486,1997,6.2,,
Earthquake,1,39.093,21.776999999999997,1966,6.2,,
Earthquake,1,-35.802,-73.158,2010,6.2,,
Earthquake,1,37.211,141.601,2011,6.2,,
Earthquake,1,-49.581,163.66899999999998,2004,6.2,,
Earthquake,1,37.788000000000004,144.233,2011,6.2,,
Earthquake,1,-6.102,113.491,1985,6.2,,
Earthquake,1,-15.222000000000001,-173.674,1980,6.2,,
Earthquake,1,-22.141,169.503,1981,6.2,,
Earthquake,1,26.861,142.44,1977,6.2,,
Earthquake,1,-3.522,145.657,1999,6.2,,
Earthquake,1,29.906,68.681,1966,6.2,,
Earthquake,1,-10.198,110.62799999999999,2009,6.2,,
Earthquake,1,-60.526,-50.303999999999995,1979,6.2,,
Earthquake,1,44.424,149.18,1984,6.2,,
Earthquake,1,-5.032,147.336,2002,6.2,,
Earthquake,1,-56.55,-27.535999999999998,2002,6.2,,
Earthquake,1,-13.5,166.541,1997,6.2,,
Earthquake,1,35.579,140.305,2011,6.2,,
Earthquake,1,8.097999999999999,126.64200000000001,1997,6.2,,
Earthquake,1,-33.661,-71.892,1981,6.2,,
Earthquake,1,10.497,56.983000000000004,1986,6.2,,
Earthquake,1,-0.183,125.009,2010,6.2,,
Earthquake,1,39.03,142.284,2011,6.2,,
Earthquake,1,37.961,142.724,2011,6.2,,
Earthquake,1,16.095,119.484,2000,6.2,,
Earthquake,1,43.542,-127.706,1981,6.2,,
Earthquake,1,-3.321,150.458,1995,6.2,,
Earthquake,1,55.956,-153.942,1966,6.2,,
Earthquake,1,38.211999999999996,135.012,1995,6.2,,
Earthquake,1,-5.193,152.053,2006,6.2,,
Earthquake,1,-29.144000000000002,-112.26700000000001,2009,6.2,,
Earthquake,1,-30.284000000000002,-71.484,1987,6.2,,
Earthquake,1,-17.678,-69.59100000000001,2012,6.2,,
Earthquake,1,16.8784,-99.49799999999999,2013,6.2,,
Earthquake,1,-2.995,136.282,1998,6.2,,
Earthquake,1,-32.875,-179.447,2004,6.2,,
Earthquake,1,-5.349,152.955,1965,6.2,,
Earthquake,1,35.789,137.488,1984,6.2,,
Earthquake,1,4.082,125.61,2000,6.2,,
Earthquake,1,51.301,157.703,1966,6.2,,
Earthquake,1,41.898,142.639,2011,6.2,,
Earthquake,1,-30.07,-176.55900000000003,1986,6.2,,
Earthquake,1,-22.198,174.827,1981,6.2,,
Earthquake,1,51.593999999999994,-173.574,1987,6.2,,
Earthquake,1,43.718999999999994,146.013,1994,6.2,,
Earthquake,1,-13.059000000000001,166.12900000000002,1980,6.2,,
Earthquake,1,-4.98,145.577,1979,6.2,,
Earthquake,1,-22.965,-66.641,2009,6.2,,
Earthquake,1,-6.965,124.111,1994,6.2,,
Earthquake,1,-15.57,167.56099999999998,1986,6.2,,
Earthquake,1,-30.744,-71.22399999999999,1997,6.2,,
Earthquake,1,8.398,93.35,1980,6.2,,
Earthquake,1,-55.37,-128.15200000000002,1994,6.2,,
Earthquake,1,36.067,141.725,1982,6.2,,
Earthquake,1,-3.319,100.594,2012,6.2,,
Earthquake,1,-15.945,166.99900000000002,1965,6.2,,
Earthquake,1,-23.778000000000002,-177.325,1987,6.2,,
Earthquake,1,-23.642,-178.321,1984,6.2,,
Earthquake,1,-18.961,169.43200000000002,1985,6.2,,
Earthquake,1,-21.735,173.132,1982,6.2,,
Earthquake,1,-0.46299999999999997,120.039,1965,6.2,,
Earthquake,1,3.798,126.344,2006,6.2,,
Earthquake,1,49.909,78.873,1981,6.2,,
Earthquake,1,-34.867,-72.61399999999999,2010,6.2,,
Earthquake,1,-0.53,-19.951,1965,6.2,,
Earthquake,1,-13.731,167.197,1987,6.2,,
Earthquake,1,-14.175,167.537,1994,6.2,,
Earthquake,1,-52.988,159.83700000000002,1998,6.2,,
Earthquake,1,-21.343000000000004,171.484,1966,6.2,,
Earthquake,1,-0.948,126.863,1986,6.2,,
Earthquake,1,-27.335,-63.20399999999999,1967,6.2,,
Earthquake,1,36.501999999999995,71.082,1983,6.2,,
Earthquake,1,-6.337999999999999,131.575,1994,6.2,,
Earthquake,1,-17.371,167.81599999999997,1994,6.2,,
Earthquake,1,-10.515,161.406,1967,6.2,,
Earthquake,1,56.896,-153.601,1966,6.2,,
Earthquake,1,6.47,-84.40799999999999,1965,6.2,,
Earthquake,1,-18.404,-175.701,1984,6.2,,
Earthquake,1,-22.372,170.558,1981,6.2,,
Earthquake,1,36.221,1.611,1980,6.2,,
Earthquake,1,35.047,24.318,1965,6.2,,
Earthquake,1,1.297,-85.031,1995,6.2,,
Earthquake,1,39.356,75.407,1985,6.2,,
Earthquake,1,2.699,94.602,2005,6.2,,
Earthquake,1,43.032,143.835,1999,6.2,,
Earthquake,1,-17.61,-178.74200000000002,2000,6.2,,
Earthquake,1,-31.569000000000003,179.467,2009,6.2,,
Earthquake,1,49.928000000000004,78.829,1987,6.2,,
Earthquake,1,11.618,-86.485,1984,6.2,,
Earthquake,1,18.544,-107.16799999999999,1999,6.2,,
Earthquake,1,-57.888999999999996,-23.241999999999997,2002,6.2,,
Earthquake,1,38.095,142.49200000000002,2011,6.2,,
Earthquake,1,-15.339,-173.15200000000002,1977,6.2,,
Earthquake,1,-30.074,-177.332,1978,6.2,,
Earthquake,1,31.959,141.878,1997,6.2,,
Earthquake,1,1.985,128.27100000000002,1986,6.2,,
Earthquake,1,-5.486000000000001,152.153,2000,6.2,,
Earthquake,1,-28.674,-177.553,1987,6.2,,
Earthquake,1,-7.2741,128.0364,2014,6.2,,
Earthquake,1,11.765,144.76,2000,6.2,,
Earthquake,1,39.812,143.539,1989,6.2,,
Earthquake,1,40.929,143.112,1974,6.2,,
Earthquake,1,-54.438,5.837000000000001,1971,6.2,,
Earthquake,1,-6.52,153.465,1967,6.2,,
Earthquake,1,-9.701,151.421,1971,6.2,,
Earthquake,1,32.788000000000004,130.7042,2016,6.2,,
Earthquake,1,27.1891,103.4086,2014,6.2,,
Earthquake,1,-16.183,-173.82,2001,6.2,,
Earthquake,1,-22.061999999999998,-65.71600000000001,1988,6.2,,
Earthquake,1,-59.723,-25.586,2001,6.2,,
Earthquake,1,52.211999999999996,160.042,1975,6.2,,
Earthquake,1,52.156000000000006,160.238,1975,6.2,,
Earthquake,1,-27.554000000000002,-176.33599999999998,2001,6.2,,
Earthquake,1,9.741,-83.51700000000001,1991,6.2,,
Earthquake,1,-30.086,-71.446,1967,6.2,,
Earthquake,1,-57.76,-25.339000000000002,1975,6.2,,
Earthquake,1,-21.513,-178.077,1995,6.2,,
Earthquake,1,44.231,149.80100000000002,1995,6.2,,
Earthquake,1,9.365,-84.266,1996,6.2,,
Earthquake,1,44.626000000000005,149.487,1967,6.2,,
Earthquake,1,-15.742,179.801,2000,6.2,,
Earthquake,1,2.3680000000000003,-79.34100000000001,1996,6.2,,
Earthquake,1,-20.768,-173.342,2008,6.2,,
Earthquake,1,-3.5,140.095,1971,6.2,,
Earthquake,1,23.861,121.594,1992,6.2,,
Earthquake,1,-20.729,169.93200000000002,1967,6.2,,
Earthquake,1,-56.403999999999996,-121.964,1989,6.2,,
Earthquake,1,40.96,143.129,1974,6.2,,
Earthquake,1,-18.419,168.12099999999998,2001,6.2,,
Earthquake,1,47.341,154.247,1971,6.2,,
Earthquake,1,29.44,130.5,1972,6.2,,
Earthquake,1,29.084,87.333,1993,6.2,,
Earthquake,1,-5.577000000000001,151.18200000000002,1972,6.2,,
Earthquake,1,-49.816,-114.811,2003,6.2,,
Earthquake,1,33.189,138.685,1990,6.2,,
Earthquake,1,3.1439999999999997,97.633,1993,6.2,,
Earthquake,1,-6.183,151.429,2003,6.2,,
Earthquake,1,-3.1689999999999996,127.542,2003,6.2,,
Earthquake,1,-9.597000000000001,158.148,1993,6.2,,
Earthquake,1,41.52,79.325,1971,6.2,,
Earthquake,1,70.97399999999999,-6.978,1971,6.2,,
Earthquake,1,-7.306,155.965,2001,6.2,,
Earthquake,1,-38.997,175.232,1973,6.2,,
Earthquake,1,16.447,-98.91,1975,6.2,,
Earthquake,1,11.513,42.812,1992,6.2,,
Earthquake,1,-17.616,167.49099999999999,1974,6.2,,
Earthquake,1,-15.324000000000002,-173.50799999999998,2003,6.2,,
Earthquake,1,50.396,-130.358,1971,6.2,,
Earthquake,1,-36.403,-98.794,1975,6.2,,
Earthquake,1,-3.477,146.316,1992,6.2,,
Earthquake,1,-18.062,65.418,1988,6.2,,
Earthquake,1,-15.119000000000002,-175.174,1968,6.2,,
Earthquake,1,8.745,-39.854,1991,6.2,,
Earthquake,1,37.216,22.693,2008,6.2,,
Earthquake,1,-23.37,-179.778,2008,6.2,,
Earthquake,1,-4.9639999999999995,102.104,2000,6.2,,
Earthquake,1,13.755,119.939,2003,6.2,,
Earthquake,1,10.878,-85.964,1967,6.2,,
Earthquake,1,-6.38,151.23,2006,6.2,,
Earthquake,1,-14.789000000000001,-173.003,1975,6.2,,
Earthquake,1,-21.237,-176.62099999999998,1996,6.2,,
Earthquake,1,39.849000000000004,143.737,1969,6.2,,
Earthquake,1,47.963,84.961,1990,6.2,,
Earthquake,1,51.295,177.97099999999998,2003,6.2,,
Earthquake,1,12.376,121.06700000000001,1988,6.2,,
Earthquake,1,-30.522,-179.675,1996,6.2,,
Earthquake,1,1.848,126.37100000000001,1969,6.2,,
Earthquake,1,-56.135,-122.31200000000001,2002,6.2,,
Earthquake,1,-30.965,179.998,2007,6.2,,
Earthquake,1,-55.7283,-27.2307,2016,6.2,,
Earthquake,1,-29.543000000000003,-176.905,1976,6.2,,
Earthquake,1,-7.624,127.399,1989,6.2,,
Earthquake,1,43.235,147.707,1969,6.2,,
Earthquake,1,-30.375999999999998,-176.82299999999998,1976,6.2,,
Earthquake,1,-18.351,-172.275,1996,6.2,,
Earthquake,1,-5.563,151.865,2005,6.2,,
Earthquake,1,0.639,-80.2104,2016,6.2,,
Earthquake,1,-7.1646,155.3351,2014,6.2,,
Earthquake,1,22.78,121.34899999999999,1970,6.2,,
Earthquake,1,-3.5060000000000002,144.221,1992,6.2,,
Earthquake,1,22.6374,121.427,2015,6.2,,
Earthquake,1,-7.178999999999999,148.54,1991,6.2,,
Earthquake,1,-55.52,-28.2591,2015,6.2,,
Earthquake,1,-4.231,-77.015,1975,6.2,,
Earthquake,1,-62.8705,155.7431,2014,6.2,,
Earthquake,1,-4.9910000000000005,145.459,1993,6.2,,
Earthquake,1,-3.6519999999999997,144.24200000000002,2003,6.2,,
Earthquake,1,28.375,53.207,1968,6.2,,
Earthquake,1,39.8244,143.5871,2015,6.2,,
Earthquake,1,-16.137999999999998,92.844,1992,6.2,,
Earthquake,1,-8.158,128.644,2008,6.2,,
Earthquake,1,-29.4642,-72.3015,2015,6.2,,
Earthquake,1,-17.76,-178.99,1989,6.2,,
Earthquake,1,-17.646,66.116,2003,6.2,,
Earthquake,1,-23.238000000000003,-66.631,1993,6.2,,
Earthquake,1,-46.451,166.562,1968,6.2,,
Earthquake,1,5.2829999999999995,95.906,1975,6.2,,
Earthquake,1,3.715,127.954,2003,6.2,,
Earthquake,1,49.486000000000004,147.053,1972,6.2,,
Earthquake,1,-20.9665,-178.3032,2015,6.2,,
Earthquake,1,22.418000000000003,98.852,1992,6.2,,
Earthquake,1,52.53,-171.418,1968,6.2,,
Earthquake,1,-3.2960000000000003,142.934,2001,6.2,,
Earthquake,1,27.55,66.065,1992,6.2,,
Earthquake,1,-20.123,-64.971,2008,6.2,,
Earthquake,1,32.703,47.695,2014,6.2,,
Earthquake,1,-1.5419999999999998,99.885,1970,6.2,,
Earthquake,1,-3.3160000000000003,146.761,2007,6.2,,
Earthquake,1,-40.229,78.308,1990,6.2,,
Earthquake,1,0.33299999999999996,126.175,1990,6.2,,
Earthquake,1,41.56399999999999,88.77,1990,6.2,,
Earthquake,1,-15.304,-173.225,2002,6.2,,
Earthquake,1,1.011,97.44200000000001,2008,6.2,,
Earthquake,1,48.738,154.933,1991,6.2,,
Earthquake,1,44.79,147.196,2000,6.2,,
Earthquake,1,-9.388,156.58700000000002,2003,6.2,,
Earthquake,1,-28.611,-177.638,1976,6.2,,
Earthquake,1,-7.3020000000000005,127.68799999999999,2008,6.2,,
Earthquake,1,43.552,147.987,1969,6.2,,
Earthquake,1,43.63399999999999,147.673,1969,6.2,,
Earthquake,1,41.019,72.429,1992,6.2,,
Earthquake,1,-10.974,163.362,1970,6.2,,
Earthquake,1,-4.938,152.131,1996,6.2,,
Earthquake,1,-15.985999999999999,-71.748,2008,6.2,,
Earthquake,1,-32.3681,-72.2292,2015,6.2,,
Earthquake,1,40.181999999999995,78.92,1972,6.2,,
Earthquake,1,14.417,52.365,2005,6.2,,
Earthquake,1,14.645999999999999,-90.986,1991,6.2,,
Earthquake,1,-14.392000000000001,167.687,2002,6.2,,
Earthquake,1,-6.225,151.05,2006,6.2,,
Earthquake,1,24.3877,142.6278,2014,6.2,,
Earthquake,1,17.543,-61.31,1967,6.2,,
Earthquake,1,-30.7539,-179.9504,2016,6.2,,
Earthquake,1,1.1159999999999999,124.03399999999999,1990,6.2,,
Earthquake,1,-60.614,-25.901,1996,6.2,,
Earthquake,1,-15.31,-173.187,1991,6.2,,
Earthquake,1,-6.072,148.19799999999998,1991,6.2,,
Earthquake,1,-56.41,-142.392,2005,6.2,,
Earthquake,1,-6.237,146.444,1991,6.2,,
Earthquake,1,-3.227,148.32399999999998,1971,6.2,,
Earthquake,1,38.358000000000004,73.176,1972,6.2,,
Earthquake,1,-5.396,151.83700000000002,1991,6.2,,
Earthquake,1,53.387,-161.485,1975,6.2,,
Earthquake,1,-3.7439999999999998,138.536,1993,6.2,,
Earthquake,1,-23.201999999999998,-70.54899999999999,2007,6.2,,
Earthquake,1,-54.2258,6.1653,2015,6.2,,
Earthquake,1,-15.213,-172.36700000000002,2007,6.2,,
Earthquake,1,-15.318,-173.24,2005,6.2,,
Earthquake,1,49.047,-127.88,1996,6.2,,
Earthquake,1,-22.648000000000003,-66.589,1975,6.2,,
Earthquake,1,-13.5585,166.8278,2014,6.2,,
Earthquake,1,-32.083,-177.918,1969,6.2,,
Earthquake,1,-21.99,170.139,1988,6.2,,
Earthquake,1,-26.724,-113.955,1969,6.2,,
Earthquake,1,34.354,91.88,1988,6.2,,
Earthquake,1,-17.6864,168.3982,2014,6.2,,
Earthquake,1,35.79,26.616999999999997,2002,6.2,,
Earthquake,1,46.122,153.092,1974,6.2,,
Earthquake,1,40.188,142.75,1968,6.2,,
Earthquake,1,44.853,146.273,1996,6.2,,
Earthquake,1,43.667,147.80100000000002,1975,6.2,,
Earthquake,1,-30.576,-71.249,1969,6.2,,
Earthquake,1,-17.867,-175.312,2000,6.2,,
Earthquake,1,-6.712000000000001,129.07399999999998,2008,6.2,,
Earthquake,1,-1.238,-13.862,1968,6.2,,
Earthquake,1,-2.7,147.389,1975,6.2,,
Earthquake,1,58.645,-150.086,1968,6.2,,
Earthquake,1,-6.494,130.043,1991,6.2,,
Earthquake,1,45.658,150.90200000000002,1971,6.2,,
Earthquake,1,-55.678000000000004,146.999,1993,6.2,,
Earthquake,1,11.055,91.814,2008,6.2,,
Earthquake,1,-51.068000000000005,139.269,2002,6.2,,
Earthquake,1,28.3404,138.8441,2014,6.2,,
Earthquake,1,-30.623,-177.487,1975,6.2,,
Earthquake,1,38.759,129.99,1975,6.2,,
Earthquake,1,-18.057000000000002,-173.53400000000002,1991,6.2,,
Earthquake,1,-15.142999999999999,-173.747,2003,6.2,,
Earthquake,1,-56.18600000000001,-144.471,2001,6.2,,
Earthquake,1,-16.695,-174.666,1969,6.2,,
Earthquake,1,6.917000000000001,-82.74,1988,6.2,,
Earthquake,1,36.6408,137.8875,2014,6.2,,
Earthquake,1,6.507000000000001,126.64200000000001,1975,6.2,,
Earthquake,1,-15.575,-172.91,1968,6.2,,
Earthquake,1,-6.022,154.114,1971,6.2,,
Earthquake,1,-18.589000000000002,-174.55900000000003,1989,6.2,,
Earthquake,1,-62.806000000000004,155.55,1971,6.2,,
Earthquake,1,-16.695,-171.99599999999998,1972,6.2,,
Earthquake,1,7.045,94.66,1971,6.2,,
Earthquake,1,18.736,-104.545,2001,6.2,,
Earthquake,1,26.978,54.519,1971,6.2,,
Earthquake,1,51.188,-179.234,1989,6.2,,
Earthquake,1,-6.053,146.543,1995,6.2,,
Earthquake,1,19.372,-78.518,2007,6.2,,
Earthquake,1,-55.883,-122.721,2007,6.2,,
Earthquake,1,-2.407,139.067,2007,6.2,,
Earthquake,1,-1.442,-77.866,1988,6.2,,
Earthquake,1,-13.488,166.976,1969,6.2,,
Earthquake,1,11.85,142.422,1971,6.2,,
Earthquake,1,37.585,29.784000000000002,1971,6.2,,
Earthquake,1,-5.432,154.016,2000,6.2,,
Earthquake,1,-4.625,153.066,1989,6.2,,
Earthquake,1,11.124,-62.559,2000,6.2,,
Earthquake,1,-60.94,154.25,2002,6.2,,
Earthquake,1,15.128,-45.15,1972,6.2,,
Earthquake,1,-55.934,-28.831999999999997,1995,6.2,,
Earthquake,1,44.6419,148.7838,2014,6.2,,
Earthquake,1,23.024,121.404,1971,6.2,,
Earthquake,1,24.95,122.439,1968,6.2,,
Earthquake,1,-32.538000000000004,-179.049,1996,6.2,,
Earthquake,1,-32.3335,-72.0629,2015,6.2,,
Earthquake,1,21.014,121.149,2008,6.2,,
Earthquake,1,35.919000000000004,73.416,1972,6.2,,
Earthquake,1,-6.662999999999999,152.108,2001,6.2,,
Earthquake,1,10.652999999999999,92.361,2006,6.2,,
Earthquake,1,-55.979,158.123,1992,6.2,,
Earthquake,1,-3.3585,144.887,2016,6.2,,
Earthquake,1,42.723,13.1877,2016,6.2,,
Earthquake,1,-21.647,170.412,1992,6.2,,
Earthquake,1,1.06,126.345,2007,6.2,,
Earthquake,1,-13.302,166.838,1996,6.2,,
Earthquake,1,43.393,132.267,2003,6.2,,
Earthquake,1,-0.278,12.917,1974,6.2,,
Earthquake,1,-32.458,-71.726,2008,6.2,,
Earthquake,1,45.836000000000006,150.06,2007,6.2,,
Earthquake,1,-7.071000000000001,129.653,1971,6.2,,
Earthquake,1,-3.373,146.311,2001,6.2,,
Earthquake,1,-7.162999999999999,123.75200000000001,1967,6.2,,
Earthquake,1,41.806000000000004,144.282,1989,6.2,,
Earthquake,1,50.967,157.584,2008,6.2,,
Earthquake,1,24.34,122.219,2007,6.2,,
Earthquake,1,-5.992999999999999,154.403,1971,6.2,,
Earthquake,1,46.371,154.475,2006,6.2,,
Earthquake,1,-16.526,-170.192,2003,6.2,,
Earthquake,1,44.4761,141.0867,2016,6.2,,
Earthquake,1,18.7876,-107.469,2014,6.2,,
Earthquake,1,-14.925999999999998,-176.924,1993,6.2,,
Earthquake,1,55.021,-160.513,1993,6.2,,
Earthquake,1,53.843,-164.093,2005,6.2,,
Earthquake,1,47.11600000000001,141.798,2007,6.2,,
Earthquake,1,-15.429,-175.553,1972,6.2,,
Earthquake,1,-3.188,148.339,1993,6.2,,
Earthquake,1,7.0329999999999995,-82.353,2003,6.2,,
Earthquake,1,-15.8239,-174.4517,2014,6.2,,
Earthquake,1,-0.162,-17.795,2007,6.2,,
Earthquake,1,1.6440000000000001,127.322,1989,6.2,,
Earthquake,1,-11.065999999999999,164.61599999999999,2008,6.2,,
Earthquake,1,-5.527,151.097,2002,6.2,,
Earthquake,1,22.697,122.574,1975,6.2,,
Earthquake,1,31.329,131.445,1971,6.2,,
Earthquake,1,40.203,51.748999999999995,1989,6.2,,
Earthquake,1,51.184,178.821,1989,6.2,,
Earthquake,1,4.691,-75.628,1973,6.2,,
Earthquake,1,11.875,41.208,1969,6.2,,
Earthquake,1,39.236999999999995,140.718,1970,6.2,,
Earthquake,1,24.636,121.92200000000001,2002,6.2,,
Earthquake,1,44.683,148.909,1970,6.2,,
Earthquake,1,-5.5729999999999995,154.132,1993,6.2,,
Earthquake,1,-8.706,157.62,2007,6.2,,
Earthquake,1,-14.159,166.58900000000003,1974,6.2,,
Earthquake,1,12.213,143.847,1970,6.2,,
